COLLOCATES	WORDS	SPAN	CORPUS	SENTENCE_NUM	MATCHED_SENTENCE
tidak	bahagia	'-2	corp_iMxd2012_1M	stn._150535	kalau sebab adanya ketidak-bahagiaan ini sudah tidak ada lagi kita <colloc span=-2>tidak</colloc> membutuhkan <node>bahagia</node>
membutuhkan	bahagia	'-1	corp_iMxd2012_1M	stn._150535	kalau sebab adanya ketidak-bahagiaan ini sudah tidak ada lagi kita tidak <colloc span=-1>membutuhkan</colloc> <node>bahagia</node>
bhiksu	bahagia	'-4	corp_iMxd2012_1M	stn._152944	pesannya ketika ditahbiskan menjadi <colloc span=-4>bhiksu</colloc> adalah timbulkan rasa <node>bahagia</node> dalam melayani timbulkan rasa bahagia dalam berjuang mencapai cita-cita karena kebahagiaan itu dapat dicapai
adalah	bahagia	'-3	corp_iMxd2012_1M	stn._152944	pesannya ketika ditahbiskan menjadi bhiksu <colloc span=-3>adalah</colloc> timbulkan rasa <node>bahagia</node> dalam melayani timbulkan rasa bahagia dalam berjuang mencapai cita-cita karena kebahagiaan itu dapat dicapai
timbulkan	bahagia	'-2	corp_iMxd2012_1M	stn._152944	pesannya ketika ditahbiskan menjadi bhiksu adalah <colloc span=-2>timbulkan</colloc> rasa <node>bahagia</node> dalam melayani timbulkan rasa bahagia dalam berjuang mencapai cita-cita karena kebahagiaan itu dapat dicapai
rasa	bahagia	'-1	corp_iMxd2012_1M	stn._152944	pesannya ketika ditahbiskan menjadi bhiksu adalah timbulkan <colloc span=-1>rasa</colloc> <node>bahagia</node> dalam melayani timbulkan rasa bahagia dalam berjuang mencapai cita-cita karena kebahagiaan itu dapat dicapai
dalam	bahagia	'1	corp_iMxd2012_1M	stn._152944	pesannya ketika ditahbiskan menjadi bhiksu adalah timbulkan rasa <node>bahagia</node> <colloc span=1>dalam</colloc> melayani timbulkan rasa bahagia dalam berjuang mencapai cita-cita karena kebahagiaan itu dapat dicapai
melayani	bahagia	'2	corp_iMxd2012_1M	stn._152944	pesannya ketika ditahbiskan menjadi bhiksu adalah timbulkan rasa <node>bahagia</node> dalam <colloc span=2>melayani</colloc> timbulkan rasa bahagia dalam berjuang mencapai cita-cita karena kebahagiaan itu dapat dicapai
timbulkan	bahagia	'3	corp_iMxd2012_1M	stn._152944	pesannya ketika ditahbiskan menjadi bhiksu adalah timbulkan rasa <node>bahagia</node> dalam melayani <colloc span=3>timbulkan</colloc> rasa bahagia dalam berjuang mencapai cita-cita karena kebahagiaan itu dapat dicapai
rasa	bahagia	'4	corp_iMxd2012_1M	stn._152944	pesannya ketika ditahbiskan menjadi bhiksu adalah timbulkan rasa <node>bahagia</node> dalam melayani timbulkan <colloc span=4>rasa</colloc> bahagia dalam berjuang mencapai cita-cita karena kebahagiaan itu dapat dicapai
dalam	bahagia	'-4	corp_iMxd2012_1M	stn._152944	pesannya ketika ditahbiskan menjadi bhiksu adalah timbulkan rasa bahagia <colloc span=-4>dalam</colloc> melayani timbulkan rasa <node>bahagia</node> dalam berjuang mencapai cita-cita karena kebahagiaan itu dapat dicapai
melayani	bahagia	'-3	corp_iMxd2012_1M	stn._152944	pesannya ketika ditahbiskan menjadi bhiksu adalah timbulkan rasa bahagia dalam <colloc span=-3>melayani</colloc> timbulkan rasa <node>bahagia</node> dalam berjuang mencapai cita-cita karena kebahagiaan itu dapat dicapai
timbulkan	bahagia	'-2	corp_iMxd2012_1M	stn._152944	pesannya ketika ditahbiskan menjadi bhiksu adalah timbulkan rasa bahagia dalam melayani <colloc span=-2>timbulkan</colloc> rasa <node>bahagia</node> dalam berjuang mencapai cita-cita karena kebahagiaan itu dapat dicapai
rasa	bahagia	'-1	corp_iMxd2012_1M	stn._152944	pesannya ketika ditahbiskan menjadi bhiksu adalah timbulkan rasa bahagia dalam melayani timbulkan <colloc span=-1>rasa</colloc> <node>bahagia</node> dalam berjuang mencapai cita-cita karena kebahagiaan itu dapat dicapai
dalam	bahagia	'1	corp_iMxd2012_1M	stn._152944	pesannya ketika ditahbiskan menjadi bhiksu adalah timbulkan rasa bahagia dalam melayani timbulkan rasa <node>bahagia</node> <colloc span=1>dalam</colloc> berjuang mencapai cita-cita karena kebahagiaan itu dapat dicapai
berjuang	bahagia	'2	corp_iMxd2012_1M	stn._152944	pesannya ketika ditahbiskan menjadi bhiksu adalah timbulkan rasa bahagia dalam melayani timbulkan rasa <node>bahagia</node> dalam <colloc span=2>berjuang</colloc> mencapai cita-cita karena kebahagiaan itu dapat dicapai
mencapai	bahagia	'3	corp_iMxd2012_1M	stn._152944	pesannya ketika ditahbiskan menjadi bhiksu adalah timbulkan rasa bahagia dalam melayani timbulkan rasa <node>bahagia</node> dalam berjuang <colloc span=3>mencapai</colloc> cita-cita karena kebahagiaan itu dapat dicapai
cita-cita	bahagia	'4	corp_iMxd2012_1M	stn._152944	pesannya ketika ditahbiskan menjadi bhiksu adalah timbulkan rasa bahagia dalam melayani timbulkan rasa <node>bahagia</node> dalam berjuang mencapai <colloc span=4>cita-cita</colloc> karena kebahagiaan itu dapat dicapai
amal	bahagia	'-4	corp_iMxd2012_1M	stn._161249	bukankah sebaik-baik <colloc span=-4>amal</colloc> adalah memberikan rasa <node>bahagia</node> kepada orang lain
adalah	bahagia	'-3	corp_iMxd2012_1M	stn._161249	bukankah sebaik-baik amal <colloc span=-3>adalah</colloc> memberikan rasa <node>bahagia</node> kepada orang lain
memberikan	bahagia	'-2	corp_iMxd2012_1M	stn._161249	bukankah sebaik-baik amal adalah <colloc span=-2>memberikan</colloc> rasa <node>bahagia</node> kepada orang lain
rasa	bahagia	'-1	corp_iMxd2012_1M	stn._161249	bukankah sebaik-baik amal adalah memberikan <colloc span=-1>rasa</colloc> <node>bahagia</node> kepada orang lain
kepada	bahagia	'1	corp_iMxd2012_1M	stn._161249	bukankah sebaik-baik amal adalah memberikan rasa <node>bahagia</node> <colloc span=1>kepada</colloc> orang lain
orang	bahagia	'2	corp_iMxd2012_1M	stn._161249	bukankah sebaik-baik amal adalah memberikan rasa <node>bahagia</node> kepada <colloc span=2>orang</colloc> lain
lain	bahagia	'3	corp_iMxd2012_1M	stn._161249	bukankah sebaik-baik amal adalah memberikan rasa <node>bahagia</node> kepada orang <colloc span=3>lain</colloc>
tetap	bahagia	'-4	corp_iMxd2012_1M	stn._164671	senyum yang dipaksakan alias senyum palsu <colloc span=-4>tetap</colloc> bisa melahirkan rasa <node>bahagia</node>
bisa	bahagia	'-3	corp_iMxd2012_1M	stn._164671	senyum yang dipaksakan alias senyum palsu tetap <colloc span=-3>bisa</colloc> melahirkan rasa <node>bahagia</node>
melahirkan	bahagia	'-2	corp_iMxd2012_1M	stn._164671	senyum yang dipaksakan alias senyum palsu tetap bisa <colloc span=-2>melahirkan</colloc> rasa <node>bahagia</node>
rasa	bahagia	'-1	corp_iMxd2012_1M	stn._164671	senyum yang dipaksakan alias senyum palsu tetap bisa melahirkan <colloc span=-1>rasa</colloc> <node>bahagia</node>
bersalah	bahagia	'-2	corp_iMxd2012_1M	stn._169865	<colloc span=-2>bersalah</colloc> dalam <node>bahagia</node>
dalam	bahagia	'-1	corp_iMxd2012_1M	stn._169865	bersalah <colloc span=-1>dalam</colloc> <node>bahagia</node>
akan	bahagia	'-4	corp_iMxd2012_1M	stn._169910	anicca vata sankh ra upp da vaya dhammino uppajjitv nirujjhan ti tesam vupasamo s kho segala yang terbentuk tidak kekal adanya bersifat timbul dan tenggelam setelah timbul <colloc span=-4>akan</colloc> hancur dan lenyap <node>bahagia</node> timbul setelah gelisah lenyap
hancur	bahagia	'-3	corp_iMxd2012_1M	stn._169910	anicca vata sankh ra upp da vaya dhammino uppajjitv nirujjhan ti tesam vupasamo s kho segala yang terbentuk tidak kekal adanya bersifat timbul dan tenggelam setelah timbul akan <colloc span=-3>hancur</colloc> dan lenyap <node>bahagia</node> timbul setelah gelisah lenyap
dan	bahagia	'-2	corp_iMxd2012_1M	stn._169910	anicca vata sankh ra upp da vaya dhammino uppajjitv nirujjhan ti tesam vupasamo s kho segala yang terbentuk tidak kekal adanya bersifat timbul dan tenggelam setelah timbul akan hancur <colloc span=-2>dan</colloc> lenyap <node>bahagia</node> timbul setelah gelisah lenyap
lenyap	bahagia	'-1	corp_iMxd2012_1M	stn._169910	anicca vata sankh ra upp da vaya dhammino uppajjitv nirujjhan ti tesam vupasamo s kho segala yang terbentuk tidak kekal adanya bersifat timbul dan tenggelam setelah timbul akan hancur dan <colloc span=-1>lenyap</colloc> <node>bahagia</node> timbul setelah gelisah lenyap
timbul	bahagia	'1	corp_iMxd2012_1M	stn._169910	anicca vata sankh ra upp da vaya dhammino uppajjitv nirujjhan ti tesam vupasamo s kho segala yang terbentuk tidak kekal adanya bersifat timbul dan tenggelam setelah timbul akan hancur dan lenyap <node>bahagia</node> <colloc span=1>timbul</colloc> setelah gelisah lenyap
setelah	bahagia	'2	corp_iMxd2012_1M	stn._169910	anicca vata sankh ra upp da vaya dhammino uppajjitv nirujjhan ti tesam vupasamo s kho segala yang terbentuk tidak kekal adanya bersifat timbul dan tenggelam setelah timbul akan hancur dan lenyap <node>bahagia</node> timbul <colloc span=2>setelah</colloc> gelisah lenyap
gelisah	bahagia	'3	corp_iMxd2012_1M	stn._169910	anicca vata sankh ra upp da vaya dhammino uppajjitv nirujjhan ti tesam vupasamo s kho segala yang terbentuk tidak kekal adanya bersifat timbul dan tenggelam setelah timbul akan hancur dan lenyap <node>bahagia</node> timbul setelah <colloc span=3>gelisah</colloc> lenyap
lenyap	bahagia	'4	corp_iMxd2012_1M	stn._169910	anicca vata sankh ra upp da vaya dhammino uppajjitv nirujjhan ti tesam vupasamo s kho segala yang terbentuk tidak kekal adanya bersifat timbul dan tenggelam setelah timbul akan hancur dan lenyap <node>bahagia</node> timbul setelah gelisah <colloc span=4>lenyap</colloc>
harta	bahagia	'-4	corp_iMxd2012_1M	stn._172877	bergelimang <colloc span=-4>harta</colloc> tapi jauh dari <node>bahagia</node> sampai matinya
tapi	bahagia	'-3	corp_iMxd2012_1M	stn._172877	bergelimang harta <colloc span=-3>tapi</colloc> jauh dari <node>bahagia</node> sampai matinya
jauh	bahagia	'-2	corp_iMxd2012_1M	stn._172877	bergelimang harta tapi <colloc span=-2>jauh</colloc> dari <node>bahagia</node> sampai matinya
dari	bahagia	'-1	corp_iMxd2012_1M	stn._172877	bergelimang harta tapi jauh <colloc span=-1>dari</colloc> <node>bahagia</node> sampai matinya
sampai	bahagia	'1	corp_iMxd2012_1M	stn._172877	bergelimang harta tapi jauh dari <node>bahagia</node> <colloc span=1>sampai</colloc> matinya
matinya	bahagia	'2	corp_iMxd2012_1M	stn._172877	bergelimang harta tapi jauh dari <node>bahagia</node> sampai <colloc span=2>matinya</colloc>
cinta	bahagia	'1	corp_iMxd2012_1M	stn._181096	<node>bahagia</node> <colloc span=1>cinta</colloc> tak bisa diganti dengan harta
tak	bahagia	'2	corp_iMxd2012_1M	stn._181096	<node>bahagia</node> cinta <colloc span=2>tak</colloc> bisa diganti dengan harta
bisa	bahagia	'3	corp_iMxd2012_1M	stn._181096	<node>bahagia</node> cinta tak <colloc span=3>bisa</colloc> diganti dengan harta
diganti	bahagia	'4	corp_iMxd2012_1M	stn._181096	<node>bahagia</node> cinta tak bisa <colloc span=4>diganti</colloc> dengan harta
saya	bahagia	'-4	corp_iMxd2012_1M	stn._184161	namun <colloc span=-4>saya</colloc> tidak membiarkan perasaan <node>bahagia</node> yang timbul dalam diri saya menguasai batin saya
tidak	bahagia	'-3	corp_iMxd2012_1M	stn._184161	namun saya <colloc span=-3>tidak</colloc> membiarkan perasaan <node>bahagia</node> yang timbul dalam diri saya menguasai batin saya
membiarkan	bahagia	'-2	corp_iMxd2012_1M	stn._184161	namun saya tidak <colloc span=-2>membiarkan</colloc> perasaan <node>bahagia</node> yang timbul dalam diri saya menguasai batin saya
perasaan	bahagia	'-1	corp_iMxd2012_1M	stn._184161	namun saya tidak membiarkan <colloc span=-1>perasaan</colloc> <node>bahagia</node> yang timbul dalam diri saya menguasai batin saya
yang	bahagia	'1	corp_iMxd2012_1M	stn._184161	namun saya tidak membiarkan perasaan <node>bahagia</node> <colloc span=1>yang</colloc> timbul dalam diri saya menguasai batin saya
timbul	bahagia	'2	corp_iMxd2012_1M	stn._184161	namun saya tidak membiarkan perasaan <node>bahagia</node> yang <colloc span=2>timbul</colloc> dalam diri saya menguasai batin saya
dalam	bahagia	'3	corp_iMxd2012_1M	stn._184161	namun saya tidak membiarkan perasaan <node>bahagia</node> yang timbul <colloc span=3>dalam</colloc> diri saya menguasai batin saya
diri	bahagia	'4	corp_iMxd2012_1M	stn._184161	namun saya tidak membiarkan perasaan <node>bahagia</node> yang timbul dalam <colloc span=4>diri</colloc> saya menguasai batin saya
dengan	bahagia	'-4	corp_iMxd2012_1M	stn._187710	segera bangun dan lakukan aktivitas seperti biasa <colloc span=-4>dengan</colloc> perasaan sehat dan <node>bahagia</node> pula
perasaan	bahagia	'-3	corp_iMxd2012_1M	stn._187710	segera bangun dan lakukan aktivitas seperti biasa dengan <colloc span=-3>perasaan</colloc> sehat dan <node>bahagia</node> pula
sehat	bahagia	'-2	corp_iMxd2012_1M	stn._187710	segera bangun dan lakukan aktivitas seperti biasa dengan perasaan <colloc span=-2>sehat</colloc> dan <node>bahagia</node> pula
dan	bahagia	'-1	corp_iMxd2012_1M	stn._187710	segera bangun dan lakukan aktivitas seperti biasa dengan perasaan sehat <colloc span=-1>dan</colloc> <node>bahagia</node> pula
pula	bahagia	'1	corp_iMxd2012_1M	stn._187710	segera bangun dan lakukan aktivitas seperti biasa dengan perasaan sehat dan <node>bahagia</node> <colloc span=1>pula</colloc>
intinya	bahagia	'-1	corp_iMxd2012_1M	stn._190737	<colloc span=-1>intinya</colloc> <node>bahagia</node> atau menderita itu pilihan
atau	bahagia	'1	corp_iMxd2012_1M	stn._190737	intinya <node>bahagia</node> <colloc span=1>atau</colloc> menderita itu pilihan
menderita	bahagia	'2	corp_iMxd2012_1M	stn._190737	intinya <node>bahagia</node> atau <colloc span=2>menderita</colloc> itu pilihan
itu	bahagia	'3	corp_iMxd2012_1M	stn._190737	intinya <node>bahagia</node> atau menderita <colloc span=3>itu</colloc> pilihan
pilihan	bahagia	'4	corp_iMxd2012_1M	stn._190737	intinya <node>bahagia</node> atau menderita itu <colloc span=4>pilihan</colloc>
bagaimana	bahagia	'-1	corp_iMxd2012_1M	stn._194378	 <colloc span=-1>bagaimana</colloc> <node>bahagia</node> adalah salah satu turki aku
adalah	bahagia	'1	corp_iMxd2012_1M	stn._194378	 bagaimana <node>bahagia</node> <colloc span=1>adalah</colloc> salah satu turki aku
salah	bahagia	'2	corp_iMxd2012_1M	stn._194378	 bagaimana <node>bahagia</node> adalah <colloc span=2>salah</colloc> satu turki aku
satu	bahagia	'3	corp_iMxd2012_1M	stn._194378	 bagaimana <node>bahagia</node> adalah salah <colloc span=3>satu</colloc> turki aku
turki	bahagia	'4	corp_iMxd2012_1M	stn._194378	 bagaimana <node>bahagia</node> adalah salah satu <colloc span=4>turki</colloc> aku
apa	bahagia	'-4	corp_iMxd2012_1M	stn._201532	entah itu kenikmatan yang seperti <colloc span=-4>apa</colloc> tapi aku merasakan <node>bahagia</node> bila melihat wajah wajah mereka yang penuh optimis untuk menyelesaikan studi
tapi	bahagia	'-3	corp_iMxd2012_1M	stn._201532	entah itu kenikmatan yang seperti apa <colloc span=-3>tapi</colloc> aku merasakan <node>bahagia</node> bila melihat wajah wajah mereka yang penuh optimis untuk menyelesaikan studi
aku	bahagia	'-2	corp_iMxd2012_1M	stn._201532	entah itu kenikmatan yang seperti apa tapi <colloc span=-2>aku</colloc> merasakan <node>bahagia</node> bila melihat wajah wajah mereka yang penuh optimis untuk menyelesaikan studi
merasakan	bahagia	'-1	corp_iMxd2012_1M	stn._201532	entah itu kenikmatan yang seperti apa tapi aku <colloc span=-1>merasakan</colloc> <node>bahagia</node> bila melihat wajah wajah mereka yang penuh optimis untuk menyelesaikan studi
bila	bahagia	'1	corp_iMxd2012_1M	stn._201532	entah itu kenikmatan yang seperti apa tapi aku merasakan <node>bahagia</node> <colloc span=1>bila</colloc> melihat wajah wajah mereka yang penuh optimis untuk menyelesaikan studi
melihat	bahagia	'2	corp_iMxd2012_1M	stn._201532	entah itu kenikmatan yang seperti apa tapi aku merasakan <node>bahagia</node> bila <colloc span=2>melihat</colloc> wajah wajah mereka yang penuh optimis untuk menyelesaikan studi
wajah	bahagia	'3	corp_iMxd2012_1M	stn._201532	entah itu kenikmatan yang seperti apa tapi aku merasakan <node>bahagia</node> bila melihat <colloc span=3>wajah</colloc> wajah mereka yang penuh optimis untuk menyelesaikan studi
wajah	bahagia	'4	corp_iMxd2012_1M	stn._201532	entah itu kenikmatan yang seperti apa tapi aku merasakan <node>bahagia</node> bila melihat wajah <colloc span=4>wajah</colloc> mereka yang penuh optimis untuk menyelesaikan studi
dapati	bahagia	'-4	corp_iMxd2012_1M	stn._204822	setiap jengkal dari waktu yang kita <colloc span=-4>dapati</colloc> adalah anugrah namun <node>bahagia</node> atau sedih kadang hanya buah dari pilihan yang secara tak sadar kita buat
adalah	bahagia	'-3	corp_iMxd2012_1M	stn._204822	setiap jengkal dari waktu yang kita dapati <colloc span=-3>adalah</colloc> anugrah namun <node>bahagia</node> atau sedih kadang hanya buah dari pilihan yang secara tak sadar kita buat
anugrah	bahagia	'-2	corp_iMxd2012_1M	stn._204822	setiap jengkal dari waktu yang kita dapati adalah <colloc span=-2>anugrah</colloc> namun <node>bahagia</node> atau sedih kadang hanya buah dari pilihan yang secara tak sadar kita buat
namun	bahagia	'-1	corp_iMxd2012_1M	stn._204822	setiap jengkal dari waktu yang kita dapati adalah anugrah <colloc span=-1>namun</colloc> <node>bahagia</node> atau sedih kadang hanya buah dari pilihan yang secara tak sadar kita buat
atau	bahagia	'1	corp_iMxd2012_1M	stn._204822	setiap jengkal dari waktu yang kita dapati adalah anugrah namun <node>bahagia</node> <colloc span=1>atau</colloc> sedih kadang hanya buah dari pilihan yang secara tak sadar kita buat
sedih	bahagia	'2	corp_iMxd2012_1M	stn._204822	setiap jengkal dari waktu yang kita dapati adalah anugrah namun <node>bahagia</node> atau <colloc span=2>sedih</colloc> kadang hanya buah dari pilihan yang secara tak sadar kita buat
kadang	bahagia	'3	corp_iMxd2012_1M	stn._204822	setiap jengkal dari waktu yang kita dapati adalah anugrah namun <node>bahagia</node> atau sedih <colloc span=3>kadang</colloc> hanya buah dari pilihan yang secara tak sadar kita buat
hanya	bahagia	'4	corp_iMxd2012_1M	stn._204822	setiap jengkal dari waktu yang kita dapati adalah anugrah namun <node>bahagia</node> atau sedih kadang <colloc span=4>hanya</colloc> buah dari pilihan yang secara tak sadar kita buat
pelacur	bahagia	'-3	corp_iMxd2012_1M	stn._214361	<colloc span=-3>pelacur</colloc> juga butuh <node>bahagia</node> kira-kira begitu nalarnya
juga	bahagia	'-2	corp_iMxd2012_1M	stn._214361	pelacur <colloc span=-2>juga</colloc> butuh <node>bahagia</node> kira-kira begitu nalarnya
butuh	bahagia	'-1	corp_iMxd2012_1M	stn._214361	pelacur juga <colloc span=-1>butuh</colloc> <node>bahagia</node> kira-kira begitu nalarnya
kira-kira	bahagia	'1	corp_iMxd2012_1M	stn._214361	pelacur juga butuh <node>bahagia</node> <colloc span=1>kira-kira</colloc> begitu nalarnya
begitu	bahagia	'2	corp_iMxd2012_1M	stn._214361	pelacur juga butuh <node>bahagia</node> kira-kira <colloc span=2>begitu</colloc> nalarnya
nalarnya	bahagia	'3	corp_iMxd2012_1M	stn._214361	pelacur juga butuh <node>bahagia</node> kira-kira begitu <colloc span=3>nalarnya</colloc>
dalam	bahagia	'-2	corp_iMxd2012_1M	stn._214395	<colloc span=-2>dalam</colloc> rasa <node>bahagia</node> tiba-tiba terselit rasa waswas
rasa	bahagia	'-1	corp_iMxd2012_1M	stn._214395	dalam <colloc span=-1>rasa</colloc> <node>bahagia</node> tiba-tiba terselit rasa waswas
tiba-tiba	bahagia	'1	corp_iMxd2012_1M	stn._214395	dalam rasa <node>bahagia</node> <colloc span=1>tiba-tiba</colloc> terselit rasa waswas
terselit	bahagia	'2	corp_iMxd2012_1M	stn._214395	dalam rasa <node>bahagia</node> tiba-tiba <colloc span=2>terselit</colloc> rasa waswas
